Unnamed: 0,datetime,open,high,low,close,volume,signals,trade_type,ema_20,ema_40,sma_4,sma_16,sma_32,sma_200,vol_avg_40,volume_condition
15,2019-09-09 22:00:00,10289.48,10382.64,10289.48,10307.0,369.451,0,hold,10239.290400819707,10164.314244264451,10292.17,10295.985,,,,False
16,2019-09-10 00:00:00,10307.0,10382.97,10307.0,10328.53,519.943,0,hold,10247.78941026545,10172.32476893448,10308.47,10316.518125,,,,False
17,2019-09-10 02:00:00,10328.04,10356.14,10266.61,10307.25,1027.512,0,hold,10253.4523235735,10178.90648752304,10308.065,10314.46375,,,,False
18,2019-09-10 04:00:00,10309.17,10329.24,10251.86,10262.85,825.666,0,hold,10254.347340376024,10183.00129300972,10301.407500000001,10306.398125,,,,False
19,2019-09-10 06:00:00,10263.35,10304.82,10226.81,10272.46,880.417,0,hold,10256.072355578308,10187.365132375098,10292.7725,10298.95,,,,False
20,2019-09-10 08:00:00,10271.93,10290.01,10206.87,10248.67,731.204,0,hold,10255.367369332756,10190.355613722651,10272.8075,10290.015,,,,False
21,2019-09-10 10:00:00,10255.07,10280.9,10222.99,10254.56,677.797,0,hold,10255.290477015353,10193.487535004477,10259.635,10287.306874999998,,,,False
22,2019-09-10 12:00:00,10252.7,10270.58,10221.96,10241.79,629.052,0,hold,10254.004717299604,10195.843752809134,10254.369999999999,10283.39875,,,,False
23,2019-09-10 14:00:00,10237.92,10239.21,10167.91,10179.1,900.758,0,hold,10246.87093469964,10195.02698437942,10231.03,10285.250625,,,,False
24,2019-09-10 16:00:00,10172.13,10237.41,10172.13,10213.69,639.591,0,hold,10243.710845680627,10195.937375385303,10222.285,10283.050625,,,,False
25,2019-09-10 18:00:00,10213.58,10218.72,9940.87,10026.56,774.355,0,hold,10223.029812758665,10187.675064390898,10165.285,10258.798125000001,,,,False
26,2019-09-10 20:00:00,10021.49,10127.22,9991.73,10108.06,760.276,0,hold,10212.080306781649,10183.791402713292,10131.8525,10245.40375,,,,False
27,2019-09-10 22:00:00,10108.25,10124.68,10046.67,10102.02,702.384,0,hold,10201.598372802442,10179.802553800448,10112.5825,10232.13875,,,,False
28,2019-09-11 00:00:00,10094.27,10293.11,10069.45,10069.75,723.753,0,hold,10189.041384916494,10174.43413654189,10076.5975,10220.039999999999,,,,False
29,2019-09-11 02:00:00,10066.39,10116.43,10051.0,10093.88,654.228,0,hold,10179.978395876828,10170.504666466675,10093.4275,10206.603125,,,,False
30,2019-09-11 04:00:00,10091.53,10097.65,9974.69,10028.63,733.112,0,hold,10165.564262936176,10163.583951029275,10073.57,10190.3,,,,False
31,2019-09-11 06:00:00,10024.78,10078.84,9884.31,10067.46,683.392,0,hold,10156.220999799398,10158.894977808335,10064.93,10175.328749999999,10235.656875,,,False
32,2019-09-11 08:00:00,10068.41,10074.32,9988.69,10016.05,514.655,0,hold,10142.871380770885,10151.926930110369,10051.505,10155.79875,10236.1584375,,,False
33,2019-09-11 10:00:00,10019.03,10138.01,10016.97,10070.53,517.009,0,hold,10135.98172545937,10147.956348153764,10045.6675,10141.00375,10227.73375,,,False
34,2019-09-11 12:00:00,10062.34,10101.38,10017.65,10036.64,574.518,0,hold,10126.520608748951,10142.526282390165,10047.67,10126.865625,10216.631875,,,False
35,2019-09-11 14:00:00,10037.14,10063.0,9973.15,9991.84,1251.668,0,hold,10113.693884106196,10135.17573202967,10028.765,10109.326874999999,10204.1384375,,,False
36,2019-09-11 16:00:00,9992.18,10110.21,9934.11,10054.43,1288.538,0,hold,10108.049704667508,10131.236915833098,10038.36,10097.186875000001,10193.600937500001,,,False
37,2019-09-11 18:00:00,10053.77,10123.29,10043.71,10077.6,1334.991,0,hold,10105.149732794413,10128.620480914413,10040.1275,10086.126875,10186.716875,,,False
38,2019-09-11 20:00:00,10073.64,10184.66,10064.11,10161.51,1318.527,0,hold,10110.517377290184,10130.224847699074,10071.345000000001,10081.109375,10182.2540625,,,False
39,2019-09-11 22:00:00,10163.87,10176.27,10103.34,10159.55,1303.531,0,hold,10115.187150881597,10131.655342933263,10113.2725,10079.887499999999,10182.569062499999,,947.1885249999999,False
40,2019-09-12 00:00:00,10163.06,10205.46,10124.47,10124.55,1361.416,0,hold,10116.078850797634,10131.308740838958,10130.8025,10074.31625,10178.6834375,,981.223875,False
41,2019-09-12 02:00:00,10124.55,10139.5,10085.88,10113.43,1342.909,0,hold,10115.826579293098,10130.436607139496,10139.76,10079.745625,10169.271875,,1003.005125,False
42,2019-09-12 04:00:00,10116.97,10129.19,10070.01,10079.86,1229.666,0,hold,10112.401190788994,10127.969455571714,10119.3475,10077.983125,10161.6934375,,1001.921025,False
43,2019-09-12 06:00:00,10080.29,10088.61,10042.12,10078.96,1272.932,0,hold,10109.216315475758,10125.578750421875,10099.2,10076.541875,10154.340312499999,,999.954325,False
44,2019-09-12 08:00:00,10079.76,10171.93,10076.95,10121.65,1263.526,0,hold,10110.40047590664,10125.387104059831,10098.474999999999,10079.785625,10149.9128125,,1031.542475,False
45,2019-09-12 10:00:00,10123.64,10187.9,10122.75,10170.93,1267.986,0,hold,10116.165192486958,10127.60870873984,10112.849999999999,10084.60125,10145.602187499999,,1043.7559,False
46,2019-09-12 12:00:00,10170.0,10360.13,10170.0,10343.84,1247.245,0,hold,10137.8485074882,10138.156576606189,10178.845,10104.301875,10147.3009375,,1041.141975,False
47,2019-09-12 14:00:00,10337.06,10365.15,10272.77,10326.58,1281.755,0,hold,10155.822935346469,10147.347963113203,10240.75,10120.496875,10147.912812499999,,1040.361175,False
48,2019-09-12 16:00:00,10327.25,10349.91,10239.42,10295.8,1345.405,0,hold,10169.154084361087,10154.589525888168,10284.2875,10137.981249999999,10146.890000000001,,1038.1284,False
49,2019-09-12 18:00:00,10295.8,10346.06,10272.03,10308.8,1378.764,0,hold,10182.453695374315,10162.111988039964,10318.755,10152.873125,10146.9384375,,1046.8032749999998,False
50,2019-09-12 20:00:00,10301.82,10400.0,10300.85,10388.87,1263.815,0,hold,10202.112391052957,10173.17335447704,10330.0125,10174.8875,10150.8765625,,1035.4612499999998,False
51,2019-09-12 22:00:00,10390.01,10450.13,10357.51,10415.13,1354.215,0,hold,10222.399782381244,10184.97611767328,10352.15,10201.343125000001,10155.335000000001,,1027.60365,False
52,2019-09-13 00:00:00,10414.96,10440.55,10329.3,10335.68,1243.32,0,hold,10233.188374535412,10192.327526567267,10362.12,10218.92125,10158.0540625,,1007.6808000000001,False
53,2019-09-13 02:00:00,10335.35,10386.64,10332.83,10364.64,1240.372,0,hold,10245.70757696061,10200.73301307618,10376.08,10236.86125,10161.4940625,,991.812725,False
54,2019-09-13 04:00:00,10364.82,10399.81,10272.77,10291.89,1813.756,0,hold,10250.105902964362,10205.179695365146,10351.835,10245.01,10163.0596875,,1006.0852499999999,False
55,2019-09-13 06:00:00,10290.67,10319.8,10267.89,10284.03,1775.829,0,hold,10253.336769348707,10209.026051688796,10319.060000000001,10252.79,10166.33875,,1041.2447,False
56,2019-09-13 08:00:00,10283.68,10327.14,10255.25,10306.43,1509.291,0,hold,10258.393267505977,10213.77746380154,10311.747500000001,10264.1575,10169.236875,,1065.9784000000002,False
57,2019-09-13 10:00:00,10306.94,10323.51,10251.99,10306.52,1834.691,0,hold,10262.97676583874,10218.30148995756,10297.2175,10276.225625,10177.985625000001,,1086.157875,False
58,2019-09-13 12:00:00,10306.52,10344.0,10286.27,10307.01,1815.754,0,hold,10267.170407187432,10222.628734349875,10300.997500000001,10290.422499999999,10184.2028125,,1110.910075,False
59,2019-09-13 14:00:00,10306.78,10326.46,10270.0,10296.57,1740.736,0,hold,10269.970368407676,10226.235625357198,10304.1325,10304.023125,10190.2825,,1132.41805,False
60,2019-09-13 16:00:00,10294.81,10310.08,10190.0,10226.61,1571.369,0,hold,10265.840809511708,10226.253887534896,10284.1775,10310.583125,10195.184375,,1153.422175,False
61,2019-09-13 18:00:00,10224.6,10243.17,10186.34,10210.25,1707.027,0,hold,10260.546446701068,10225.473210094167,10260.11,10313.040625,10198.8209375,,1179.1529249999999,False
62,2019-09-13 20:00:00,10210.25,10299.66,10153.51,10287.11,1415.666,0,hold,10263.076308920014,10228.4798827725,10255.135,10309.495,10206.8984375,,1198.818275,False
63,2019-09-13 22:00:00,10287.11,10355.85,10250.0,10341.34,1584.91,0,hold,10270.529993784774,10233.985254344574,10266.3275,10310.4175,10215.4571875,,1215.922075,False
64,2019-09-14 00:00:00,10343.01,10353.72,10290.0,10298.45,1737.356,0,hold,10273.189041995747,10237.129876083864,10284.2875,10310.583125000001,10224.282187499999,,1243.3662,False
65,2019-09-14 02:00:00,10299.73,10307.34,10267.08,10280.77,1560.547,0,hold,10273.911037996151,10239.25866261636,10301.9175,10308.83125,10230.8521875,,1263.021,False
66,2019-09-14 04:00:00,10280.58,10305.29,10259.75,10287.31,1387.754,0,hold,10275.187129615566,10241.60263029361,10301.967499999999,10302.48375,10238.685625,,1278.70795,False
67,2019-09-14 06:00:00,10287.3,10330.61,10275.04,10316.67,1585.528,0,hold,10279.137879175987,10245.264453206117,10295.800000000001,10296.33,10248.836562499999,,1300.78655,False
68,2019-09-14 08:00:00,10319.07,10348.0,10288.78,10305.47,1879.612,0,hold,10281.645700206847,10248.201309147282,10297.555,10294.441875,10256.6815625,,1329.6830249999998,False
69,2019-09-14 10:00:00,10305.79,10321.53,10287.53,10291.93,1457.673,0,hold,10282.625157330003,10250.334416018146,10300.345000000001,10289.897500000001,10263.379375,,1349.76915,False
70,2019-09-14 12:00:00,10292.13,10349.0,10222.77,10321.0,1952.804,0,hold,10286.279904250958,10253.781517675798,10308.7675,10291.716875,10268.3634375,,1380.26145,False
71,2019-09-14 14:00:00,10321.0,10396.4,10311.82,10358.0,2186.164,0,hold,10293.11038956039,10258.865346081857,10319.1,10296.34,10274.565,,1417.83075,False
72,2019-09-14 16:00:00,10355.61,10398.0,10325.41,10380.36,1862.465,0,hold,10301.419876268925,10264.791914565669,10337.8225,10300.960625,10282.5590625,,1451.526,False
73,2019-09-14 18:00:00,10380.76,10389.14,10338.66,10363.8,1670.214,0,hold,10307.360840433788,10269.621577269783,10355.79,10304.540625,10290.383124999998,,1480.356125,False
74,2019-09-14 20:00:00,10363.63,10419.97,10317.39,10377.71,1799.144,0,hold,10314.060760392473,10274.894183256622,10369.967499999999,10308.959375,10299.6909375,,1510.971775,False
75,2019-09-14 22:00:00,10377.74,10387.9,10325.56,10332.25,1577.363,0,hold,10315.793068926523,10277.69202797581,10363.529999999999,10311.189375,10307.60625,,1519.1141499999999,False
76,2019-09-15 00:00:00,10333.47,10359.2,10024.81,10332.65,1942.069,0,hold,10317.39849093352,10280.372904659916,10351.602499999999,10317.816875,10314.2,,1535.452425,False
77,2019-09-15 02:00:00,10331.84,10335.0,10288.0,10303.39,1597.294,0,hold,10316.064348939852,10281.495689798458,10336.5,10323.638125000001,10318.339375,,1542.01,False
78,2019-09-15 04:00:00,10302.49,10326.59,10273.21,10311.07,1612.772,0,hold,10315.588696659865,10282.938339076582,10319.84,10325.135624999999,10317.315312499999,,1549.366125,False
79,2019-09-15 06:00:00,10310.68,10324.16,10292.86,10308.96,1406.595,0,hold,10314.957392216067,10284.207688389915,10314.0175,10323.111875,10316.764687500001,,1551.942725,False
80,2019-09-15 08:00:00,10308.08,10308.4,10268.55,10285.56,1634.946,0,hold,10312.15764057644,10284.27365480992,10302.244999999999,10322.30625,10316.4446875,,1558.7809750000001,False
81,2019-09-15 10:00:00,10284.3,10320.0,10275.6,10296.63,1615.096,0,hold,10310.6788176644,10284.876403355776,10300.554999999998,10323.2975,10316.064375,,1565.58565,False
82,2019-09-15 12:00:00,10296.54,10311.91,10255.41,10273.67,1767.633,0,hold,10307.154168363028,10284.329749533545,10291.204999999998,10322.445,10312.464375,,1579.0348250000002,False
83,2019-09-15 14:00:00,10273.76,10317.29,10252.28,10306.37,1988.238,0,hold,10307.079485661789,10285.404883702638,10290.557499999999,10321.801249999999,10309.065625,,1596.917475,False
84,2019-09-15 16:00:00,10306.79,10332.61,10286.88,10309.03,1855.834,0,hold,10307.265248932092,10286.557328400071,10296.425,10322.023749999998,10308.2328125,,1611.725175,False
85,2019-09-15 18:00:00,10309.11,10310.04,10280.14,10294.68,1747.714,0,hold,10306.066653795702,10286.953556282991,10295.9375,10322.195625,10306.0465625,,1623.718375,False
86,2019-09-15 20:00:00,10294.46,10310.95,10265.32,10289.03,1614.533,0,hold,10304.444115338967,10287.054846220408,10299.7775,10320.1975,10305.9571875,,1632.9005750000001,False
87,2019-09-15 22:00:00,10289.03,10316.45,10281.95,10302.22,1753.531,0,hold,10304.232294830495,10287.794609819412,10298.74,10316.71125,10306.525625,,1644.6949749999999,False
88,2019-09-16 00:00:00,10302.0,10353.81,10300.36,10338.57,1748.081,0,hold,10307.502552465688,10290.271458120904,10306.125,10314.099375,10307.53,,1654.7618750000001,False
89,2019-09-16 02:00:00,10339.6,10353.79,10300.0,10300.07,1742.707,0,hold,10306.794690326098,10290.74943577354,10307.4725,10310.11625,10307.3284375,,1663.8604500000001,False
90,2019-09-16 04:00:00,10300.24,10325.0,10296.25,10312.37,1536.718,0,hold,10307.325672199802,10291.804097443124,10313.3075,10306.0325,10307.4959375,,1670.6830249999998,False
91,2019-09-16 06:00:00,10312.17,10312.17,10279.69,10302.3,1594.944,0,hold,10306.847036752202,10292.316092689802,10313.3275,10304.160625,10307.675000000001,,1676.70125,False
92,2019-09-16 08:00:00,10301.95,10316.71,10282.97,10302.35,1513.967,0,hold,10306.418747537706,10292.805551582982,10304.2725,10302.266875000001,10310.041874999999,,1683.467425,False
93,2019-09-16 10:00:00,10302.87,10309.77,10275.74,10282.74,1598.656,0,hold,10304.163628724593,10292.314549066738,10299.94,10300.97625,10312.307187499999,,1692.424525,False
94,2019-09-16 12:00:00,10282.03,10282.03,10125.7,10148.74,2070.067,0,hold,10289.36137836987,10285.310912526897,10259.0325,10290.830625,10307.983125,,1698.8322999999996,False
95,2019-09-16 14:00:00,10150.25,10166.91,10115.0,10120.07,1478.811,0,hold,10273.238389953693,10277.25038020851,10213.475,10279.025,10301.068437499998,,1691.4068499999998,False
96,2019-09-16 16:00:00,10117.4,10160.39,10080.7,10144.73,1727.208,0,hold,10260.999495672388,10270.78597141785,10174.07,10270.223125,10296.264687500001,,1696.8547749999998,False
97,2019-09-16 18:00:00,10144.35,10150.5,10115.7,10124.17,1691.849,0,hold,10247.96811513216,10263.633972812102,10134.4275,10259.444375,10291.3709375,,1693.283725,False
98,2019-09-16 20:00:00,10120.37,10329.38,10119.29,10280.25,1872.433,0,hold,10251.042580357667,10264.444510723708,10167.305,10259.855625,10291.1503125,,1694.7007,False
99,2019-09-16 22:00:00,10282.77,10308.27,10228.92,10249.27,1610.196,0,hold,10250.873763180747,10263.704290688403,10199.605,10256.286875,10289.044062500001,,1691.4371999999998,False
100,2019-09-17 00:00:00,10257.3,10261.36,10175.2,10209.45,1813.287,0,hold,10246.92864287782,10261.057739923115,10215.785,10250.063125,10286.0434375,,1697.4851499999997,False
101,2019-09-17 02:00:00,10208.81,10232.07,10187.88,10224.09,1742.727,0,hold,10244.753534032312,10259.25443553662,10240.765000000001,10245.651249999999,10283.9234375,,1698.37765,False
102,2019-09-17 04:00:00,10225.02,10230.79,10165.0,10195.82,1995.427,0,hold,10240.093197457803,10256.160072827515,10219.657500000001,10239.825625,10280.0115625,,1712.8716749999999,False
103,2019-09-17 06:00:00,10194.31,10214.3,10179.84,10201.89,1858.104,0,hold,10236.454797699918,10253.512752201785,10207.8125,10233.554999999998,10275.133125,,1719.701525,False
104,2019-09-17 08:00:00,10202.92,10205.81,10136.77,10162.73,1974.86,0,hold,10229.433388395164,10249.084325265112,10196.1325,10222.565,10268.3321875,,1725.6391250000001,False
105,2019-09-17 10:00:00,10161.19,10182.47,10158.0,10163.0,1816.181,0,hold,10223.106399024196,10244.885089886326,10180.859999999999,10213.998125,10262.0571875,,1732.0299750000001,False
106,2019-09-17 12:00:00,10162.7,10244.27,10151.62,10185.92,2092.664,0,hold,10219.564837212369,10242.00874403821,10178.384999999998,10206.095000000001,10256.06375,,1749.652725,False
107,2019-09-17 14:00:00,10185.57,10225.16,10173.89,10201.14,1767.308,0,hold,10217.810090811192,10240.015146768052,10178.197499999998,10199.7725,10251.9665625,,1754.197225,False
108,2019-09-17 16:00:00,10201.09,10262.49,10200.39,10252.14,1910.508,0,hold,10221.07960597203,10240.60660302327,10200.55,10196.634375000001,10249.450625,,1754.9696250000002,False
109,2019-09-17 18:00:00,10251.56,10257.27,10214.64,10255.91,1772.954,0,hold,10224.396786355648,10241.353110192866,10223.7775,10194.9575,10247.966875,,1762.85165,False
110,2019-09-17 20:00:00,10256.52,10270.63,10192.09,10212.18,1911.261,0,hold,10223.233282893205,10239.930031646873,10230.342499999999,10198.9225,10244.8765625,,1761.813075,False
111,2019-09-17 22:00:00,10212.7,10237.78,10171.37,10186.52,1864.326,0,hold,10219.736779760518,10237.324664249463,10226.6875,10203.075625,10241.0503125,,1753.7671249999999,False
112,2019-09-18 00:00:00,10183.87,10256.65,10183.87,10245.46,1815.236,0,hold,10222.186610259518,10237.72150989583,10225.0175,10209.371249999998,10239.7971875,,1752.5864000000001,False
113,2019-09-18 02:00:00,10245.57,10252.5,10192.04,10206.05,1758.242,0,hold,10220.649790234802,10236.176558193594,10212.5525,10214.48875,10236.9665625,,1754.7871,False
114,2019-09-18 04:00:00,10206.02,10228.41,10196.26,10198.72,1756.244,0,hold,10218.561238783868,10234.34940901342,10209.1875,10209.393125,10234.624375,,1753.7145999999998,False
115,2019-09-18 06:00:00,10197.7,10216.0,10185.6,10198.54,1675.26,0,hold,10216.654454137786,10232.60260857374,10212.1925,10206.2225,10231.2546875,,1756.162025,False
116,2019-09-18 08:00:00,10199.39,10199.47,10150.0,10174.08,1739.995,0,hold,10212.5997442199,10229.7478471799,10194.3475,10204.011875,10227.037499999999,,1751.1101749999998,False
117,2019-09-18 10:00:00,10174.39,10195.64,10150.0,10156.12,1517.522,0,hold,10207.220720960862,10226.15624487844,10181.865,10199.76375,10222.7075,,1749.115875,False
118,2019-09-18 12:00:00,10156.7,10210.0,10097.92,10178.66,2054.248,0,hold,10204.500652297924,10223.83935488437,10176.85,10198.69125,10219.2584375,,1760.152775,False
119,2019-09-18 14:00:00,10179.78,10193.36,10151.0,10172.91,1948.832,0,hold,10201.49201874574,10221.35499610952,10170.4425,10196.880000000001,10215.217499999999,,1773.7087,False
120,2019-09-18 16:00:00,10172.84,10204.51,10132.51,10187.83,1906.663,0,hold,10200.190874103288,10219.719630445645,10173.880000000001,10198.44875,10210.506875,,1780.501625,False
121,2019-09-18 18:00:00,10186.17,10212.25,10166.54,10171.17,1434.043,0,hold,10197.426981331546,10217.35135578976,10177.6425,10198.959375,10206.478749999998,,1775.9753,False
122,2019-09-18 20:00:00,10172.65,10208.0,10143.0,10195.96,1720.521,0,hold,10197.28726882378,10216.307875019527,10181.9675,10199.586874999999,10202.8409375,,1774.7975,False
123,2019-09-18 22:00:00,10196.05,10211.9,10154.45,10155.16,1506.089,0,hold,10193.27514798342,10213.325051847843,10177.529999999999,10196.713125,10198.242812499999,,1762.7437750000001,False
124,2019-09-19 00:00:00,10154.7,10185.55,10121.4,10124.97,1426.033,0,hold,10186.769895794523,10209.01504931868,10161.814999999999,10188.765,10192.6996875,,1751.99875,False
125,2019-09-19 02:00:00,10127.66,10144.83,9530.02,9821.97,3227.109,0,hold,10152.027048575996,10190.134803010453,10074.515,10161.643750000001,10178.300625,,1788.983625,False
126,2019-09-19 04:00:00,9820.96,9916.0,9780.75,9893.16,2051.283,0,hold,10127.373043949712,10175.648227253843,9998.815,10141.705,10170.31375,,1799.9023749999997,False
127,2019-09-19 06:00:00,9893.02,9893.02,9851.0,9872.38,1845.022,0,hold,10103.087992144978,10160.85465519268,9928.119999999999,10122.07125,10162.573437500001,,1802.1896500000003,False
128,2019-09-19 08:00:00,9872.71,9895.37,9853.01,9877.09,1897.36,0,hold,10081.564373845456,10147.012476890595,9866.15,10099.048125000001,10154.209687499999,,1805.9216250000002,False
129,2019-09-19 10:00:00,9877.17,9883.53,9820.0,9856.5,1961.9,0,hold,10060.12967157446,10132.84113655447,9874.7825,10077.20125,10145.845,,1811.40145,False
130,2019-09-19 12:00:00,9856.5,9893.57,9845.11,9860.69,1959.034,0,hold,10041.135417138796,10119.565471356693,9866.665,10056.074375,10132.73375,,1821.9593499999999,False
131,2019-09-19 14:00:00,9862.1,9882.69,9846.97,9880.36,1618.755,0,hold,10025.823472649388,10107.896911778316,9868.66,10036.188125,10121.2053125,,1822.554625,False
132,2019-09-19 16:00:00,9882.0,10109.51,9875.25,10018.92,2923.843,0,hold,10025.16599906373,10103.556574618397,9904.1175,10026.490625,10115.25125,,1857.801525,False
133,2019-09-19 18:00:00,10018.69,10095.87,10005.07,10086.98,1947.529,0,hold,10031.053046771947,10102.747961222378,9961.7375,10022.169375,10110.9665625,,1866.5233500000002,False
134,2019-09-19 20:00:00,10088.91,10331.62,10088.91,10239.05,3338.427,0,hold,10050.862280412714,10109.396841162748,10056.3275,10025.94375,10112.3175,,1898.2323500000002,False
135,2019-09-19 22:00:00,10239.0,10257.27,10202.51,10245.3,2032.459,0,hold,10069.380158468646,10116.026263545053,10147.5625,10030.468125,10113.674062499998,,1912.0735500000003,False
136,2019-09-20 00:00:00,10247.7,10279.3,10184.95,10195.7,2175.145,0,hold,10081.41061956687,10119.91278727456,10191.7575,10030.960000000001,10114.704375,,1923.271975,False
137,2019-09-20 02:00:00,10194.33,10240.81,10154.7,10214.76,2055.712,0,hold,10094.1105605605,10124.53948057824,10223.7025,10033.684374999999,10116.321875,,1932.36855,False
138,2019-09-20 04:00:00,10212.78,10222.92,10160.35,10161.05,1904.287,0,hold,10100.485745269025,10126.320481525643,10204.2025,10031.5025,10115.5446875,,1933.1649000000002,False
139,2019-09-20 06:00:00,10161.66,10191.4,10148.99,10156.45,1802.407,0,hold,10105.81567429102,10127.790214134147,10181.99,10031.583125,10114.148125,,1937.970175,False
140,2019-09-20 08:00:00,10156.11,10187.1,10121.3,10144.17,1756.486,0,hold,10109.468467215684,10128.589228078825,10169.1075,10032.783125,10110.774062499999,,1936.5501500000003,False
141,2019-09-20 10:00:00,10143.58,10178.28,10141.49,10173.72,1697.673,0,hold,10115.587660814192,10130.790729148148,10158.8475,10054.7675,10108.205625,,1935.4237999999998,False
142,2019-09-20 12:00:00,10172.45,10236.19,10160.0,10181.25,2116.714,0,hold,10121.841216927123,10133.252156994578,10163.897500000001,10072.773125,10107.2390625,,1938.455975,False
143,2019-09-20 14:00:00,10180.9,10189.5,10141.31,10180.66,1949.672,0,hold,10127.443005791209,10135.56473470216,10169.949999999999,10092.040625,10107.0559375,,1940.745175,False
144,2019-09-20 16:00:00,10179.55,10189.13,10070.5,10122.21,2116.301,0,hold,10126.944624287284,10134.913284228884,10164.46,10107.360625,10103.204375,,1944.2812000000001,False
145,2019-09-20 18:00:00,10122.22,10187.2,10122.22,10161.6,1870.705,0,hold,10130.245136259922,10136.21507524211,10161.43,10126.429375,10101.815312499999,,1945.6443,False
146,2019-09-20 20:00:00,10161.4,10171.04,10070.67,10130.57,2001.385,0,hold,10130.27607566374,10135.939705718103,10148.759999999998,10143.296875,10099.685625,,1943.362325,False
147,2019-09-20 22:00:00,10130.14,10185.34,10130.14,10166.35,1819.423,0,hold,10133.711687505289,10137.423134707464,10145.1825,10161.17125,10098.6796875,,1944.6652,False
148,2019-09-21 00:00:00,10166.56,10175.3,10135.82,10146.36,1747.222,0,hold,10134.916288695262,10137.85907935588,10151.220000000001,10169.13625,10097.8134375,,1940.58305,False
149,2019-09-21 02:00:00,10147.93,10162.24,10116.8,10124.75,1915.671,0,hold,10133.948070724284,10137.219612070228,10142.0075,10171.496875,10096.833125,,1944.150975,False
150,2019-09-21 04:00:00,10124.35,10126.81,10080.52,10097.51,2007.599,0,hold,10130.477778274351,10135.2825578229,10133.7425,10162.650624999998,10094.2971875,,1946.5594250000001,False
151,2019-09-21 06:00:00,10098.01,10104.76,9963.02,10079.89,2665.939,0,hold,10125.659894629174,10132.580481831536,10112.1275,10152.3125,10091.3903125,,1966.59975,False
152,2019-09-21 08:00:00,10081.07,10081.07,9986.32,9998.09,2071.046,0,hold,10113.510380854968,10126.019970522682,10075.060000000001,10139.961874999999,10085.4609375,,1972.9949999999997,False
153,2019-09-21 10:00:00,9998.69,10064.17,9983.25,10046.6,1896.128,0,hold,10107.137963630685,10122.145825619136,10055.522500000001,10129.451875,10081.568125,,1976.44215,False
154,2019-09-21 12:00:00,10046.6,10047.34,9912.63,10012.4,2005.92,0,hold,10098.115300427762,10116.792370710886,10034.244999999999,10120.16125,10075.831875,,1982.6840500000003,False
155,2019-09-21 14:00:00,10011.05,10067.0,9981.76,10037.11,1984.956,0,hold,10092.305271815594,10112.90542579816,10023.55,10112.702500000001,10072.1428125,,1990.4264499999997,False
156,2019-09-21 16:00:00,10037.05,10056.0,9959.97,9976.82,1785.068,0,hold,10081.306674499823,10106.26711234459,10018.2325,10102.243124999999,10067.513125,,1991.5532749999998,False
157,2019-09-21 18:00:00,9975.26,10016.8,9966.65,10016.8,1734.298,0,hold,10075.163181690315,10101.902862961926,10010.782500000001,10092.435625,10073.6015625,,1996.9726750000002,False
158,2019-09-21 20:00:00,10016.78,10023.56,9952.0,9978.54,1814.648,0,hold,10065.960973910289,10095.885162329636,10002.317500000001,10079.76625,10076.2696875,,1990.982675,False
