Unnamed: 0,datetime,open,high,low,close,volume,signal,trade_type,rsi,signals
53,2019-10-31,9163.4,9438.64,8933.0,9150.0,98836.044,0,,60.05241530601632,0
54,2019-11-01,9149.88,9280.0,9050.27,9231.01,87256.949,0,,62.87652270900088,0
55,2019-11-02,9231.7,9375.0,9194.98,9287.8,56602.055,0,,65.04212619968439,0
56,2019-11-03,9288.96,9366.69,9073.0,9197.88,75612.722,0,,58.30978419153779,0
57,2019-11-04,9197.86,9550.0,9126.01,9395.46,90433.357,0,,67.53842468624501,0
58,2019-11-05,9395.47,9457.13,9164.33,9313.2,113738.226,0,,60.56161653256074,0
59,2019-11-06,9313.1,9450.0,9259.48,9343.6,73767.911,0,,62.35789888355541,0
60,2019-11-07,9344.29,9381.93,9091.2,9219.64,77389.569,0,,50.608910324863025,0
61,2019-11-08,9221.63,9259.3,8669.85,8775.03,151851.16,0,,27.43435431097113,0
62,2019-11-09,8775.6,8878.0,8727.0,8811.15,66846.392,0,,30.65879468688091,0
63,2019-11-10,8811.3,9187.0,8760.0,9041.31,91099.197,0,,48.785175378289466,0
64,2019-11-11,9041.31,9072.91,8611.11,8728.93,113373.762,0,,33.79670160365211,0
65,2019-11-12,8729.89,8889.06,8552.12,8817.0,107520.546,0,,40.26450482995558,0
66,2019-11-13,8817.94,8838.0,8712.0,8774.76,58585.811,0,,38.03665741686391,0
67,2019-11-14,8774.78,8798.06,8581.39,8642.25,87099.995,0,,31.25523745920185,0
68,2019-11-15,8642.47,8780.0,8380.0,8473.27,145602.497,0,,24.338407266660496,0
69,2019-11-16,8473.3,8540.54,8435.0,8491.06,48657.04,0,,26.479538041474243,0
70,2019-11-17,8491.18,8631.0,8355.78,8504.04,72152.266,0,,28.32930944325024,0
71,2019-11-18,8504.13,8504.71,8050.0,8183.26,123477.142,0,,15.940101863900466,0
72,2019-11-19,8183.3,8212.87,8000.0,8131.7,110854.03,0,,14.652627230627104,0
73,2019-11-20,8131.12,8230.0,8037.5,8094.05,87352.38,0,,13.646547359130082,0
74,2019-11-21,8094.57,8131.51,7432.0,7621.9,180289.189,0,,6.572463776680905,0
75,2019-11-22,7621.89,7765.03,6762.73,7262.72,371213.951,0,,4.402378019301722,0
76,2019-11-23,7261.89,7345.84,7073.38,7305.99,139643.311,0,,8.930383712325508,0
77,2019-11-24,7306.19,7324.92,6855.91,6900.86,183676.078,0,,5.74544505291361,0
78,2019-11-25,6899.77,7386.29,6510.19,7102.03,333987.914,0,,22.828538058334274,0
79,2019-11-26,7103.34,7340.06,7011.9,7150.0,193962.094,0,,26.783908942527688,0
80,2019-11-27,7149.97,7669.2,6850.0,7506.77,297842.994,0,,50.41226030597385,0
81,2019-11-28,7506.78,7643.0,7356.0,7415.79,175000.609,0,,45.71000929457122,0
82,2019-11-29,7417.0,7850.0,7394.57,7736.66,185819.186,0,,61.529452672606396,0
83,2019-11-30,7737.23,7800.0,7444.18,7542.93,141966.392,0,,50.43760986185746,0
84,2019-12-01,7541.08,7541.08,7222.29,7387.38,196291.252,0,,42.710177977066785,0
85,2019-12-02,7388.0,7416.75,7137.74,7291.0,143966.953,0,,38.179736414895395,0
86,2019-12-03,7291.74,7404.42,7231.35,7290.86,84699.47,0,,38.17238434603002,0
87,2019-12-04,7290.85,7800.0,7070.0,7191.0,274879.481,0,,32.57885417076335,0
88,2019-12-05,7189.42,7480.0,7142.54,7384.99,176315.108,0,,50.27291431951137,0
89,2019-12-06,7384.66,7602.44,7295.73,7522.1,136218.707,0,,59.632611978083936,0
90,2019-12-07,7521.13,7616.91,7467.44,7487.2,83208.782,0,,56.263160211602205,0
91,2019-12-08,7487.19,7559.39,7376.0,7508.2,84380.338,0,,58.04615889033694,0
92,2019-12-09,7507.87,7676.48,7269.05,7337.49,136440.176,0,,41.04403015656822,0
93,2019-12-10,7338.2,7403.71,7152.0,7220.98,126662.794,0,,32.83818659652239,0
94,2019-12-11,7220.92,7267.0,7117.74,7205.77,97320.727,0,,31.80069203016322,0
95,2019-12-12,7206.78,7295.12,7080.0,7194.77,140594.105,0,,30.917639621724177,0
96,2019-12-13,7194.08,7298.0,7190.0,7252.98,80178.833,0,,41.63770005765356,0
97,2019-12-14,7252.98,7266.14,7007.86,7061.34,97837.512,0,,25.41053963058269,0
98,2019-12-15,7060.79,7196.0,7004.77,7115.0,87933.233,0,,34.36366452073888,0
99,2019-12-16,7115.45,7147.34,6831.0,6887.54,117597.89,0,,21.004601409040433,0
100,2019-12-17,6887.48,6940.0,6550.0,6618.96,166411.289,0,,13.34648368048147,0
101,2019-12-18,6618.96,7479.99,6427.0,7277.44,328489.593,0,,59.0744083997281,0
102,2019-12-19,7278.11,7367.87,7042.82,7146.29,158849.566,0,,52.214446560010664,0
103,2019-12-20,7146.29,7217.08,7078.17,7184.39,86449.566,0,,54.147962050023324,0
104,2019-12-21,7184.39,7185.0,7108.0,7131.01,44340.865,0,,50.56482707173882,0
105,2019-12-22,7131.02,7517.61,7122.0,7502.92,129797.395,0,,68.63852006272415,0
106,2019-12-23,7502.92,7691.0,7262.0,7314.01,215298.787,0,,55.70704491810751,0
107,2019-12-24,7314.03,7434.55,7156.08,7252.04,149081.004,0,,51.71211623724055,0
108,2019-12-25,7251.57,7267.63,7123.19,7201.45,96965.072,0,,48.18587624536587,0
109,2019-12-26,7201.67,7438.8,7151.0,7197.46,133973.533,0,,47.8641046349235,0
110,2019-12-27,7197.84,7270.0,7078.89,7248.4,112284.61,0,,52.8850213739479,0
111,2019-12-28,7248.4,7359.15,7235.0,7311.48,91292.882,0,,58.9972785993393,0
112,2019-12-29,7310.29,7527.0,7283.6,7383.67,102543.974,0,,65.415559850141,0
113,2019-12-30,7383.68,7400.0,7215.58,7240.43,94375.362,0,,47.1211250618854,0
114,2019-12-31,7240.8,7319.0,7141.0,7189.0,89203.437,0,,41.86623036551315,0
115,2020-01-01,7189.43,7260.43,7170.15,7197.57,56801.329,0,,43.18594034270182,0
116,2020-01-02,7197.57,7209.59,6922.0,6962.04,115295.677,0,,24.263457380355817,0
117,2020-01-03,6962.34,7407.28,6863.44,7341.72,208493.458,0,,59.77690037708398,0
118,2020-01-04,7341.6,7400.0,7269.21,7350.71,92586.033,0,,60.32749117966998,0
119,2020-01-05,7350.54,7495.0,7303.0,7354.36,117765.972,0,,60.60119424501102,0
120,2020-01-06,7354.36,7808.65,7345.0,7757.39,168150.317,0,long,79.8186237872984,2
121,2020-01-07,7757.74,8215.33,7733.0,8152.49,280809.162,0,,87.36857620012678,0
122,2020-01-08,8150.9,8468.42,7870.11,8059.84,321225.114,0,,78.73466053482376,0
123,2020-01-09,8059.77,8060.0,7750.01,7818.59,187263.143,0,short,59.572973816989446,-2
124,2020-01-10,7817.91,8210.62,7670.0,8207.09,253783.948,0,long,72.86582436492914,2
125,2020-01-11,8207.2,8292.19,8003.87,8020.56,164741.715,0,short,60.856444508365904,-2
126,2020-01-12,8020.58,8195.0,7956.28,8186.7,108629.964,0,,66.92555203875004,0
127,2020-01-13,8186.22,8200.0,8053.78,8113.0,74581.364,0,,61.627205825547286,0
128,2020-01-14,8112.99,8893.0,8109.02,8825.0,290777.981,0,long,80.38229402921526,2
129,2020-01-15,8825.0,8921.2,8570.52,8825.3,237633.837,0,,80.38734277378445,0
130,2020-01-16,8825.35,8868.21,8596.25,8725.08,167958.963,0,,72.58661895240743,0
131,2020-01-17,8724.99,9039.0,8680.0,8918.72,205717.686,0,,77.79156151449897,0
132,2020-01-18,8918.73,8995.0,8816.0,8925.0,114708.682,0,,77.96119669689242,0
133,2020-01-19,8925.0,9205.3,8440.91,8705.85,225314.525,0,short,58.47725811378999,-2
134,2020-01-20,8705.98,8750.37,8526.06,8650.0,125161.675,0,,54.1649634873513,0
135,2020-01-21,8650.0,8790.1,8448.6,8742.43,107577.153,0,,60.23173764151916,0
136,2020-01-22,8742.78,8820.0,8585.85,8684.57,94305.496,0,,54.5789707428223,0
137,2020-01-23,8684.47,8694.0,8326.0,8409.6,163407.064,0,,35.042455157162166,0
138,2020-01-24,8410.0,8528.0,8247.0,8441.96,144785.391,0,,38.29181459434466,0
139,2020-01-25,8442.82,8455.0,8272.0,8344.64,96961.714,0,,32.23082926448005,0
140,2020-01-26,8344.37,8624.45,8300.0,8611.21,117898.916,0,,56.049598504643086,0
141,2020-01-27,8611.21,9015.48,8565.0,8913.61,172235.328,0,long,70.66821260558592,2
142,2020-01-28,8913.61,9436.06,8905.0,9398.98,244467.546,0,,82.40799181789977,0
143,2020-01-29,9399.72,9460.52,9242.0,9311.0,169460.643,0,,75.55607863351692,0
144,2020-01-30,9311.23,9599.0,9210.42,9525.67,190137.536,0,,80.5009353467063,0
145,2020-01-31,9525.67,9550.72,9220.0,9364.51,146644.026,0,short,67.65716466848262,-2
146,2020-02-01,9364.5,9477.76,9306.0,9392.74,109040.285,0,,68.74890775277436,0
147,2020-02-02,9392.99,9489.92,9160.01,9338.2,148402.977,0,,63.567014710919615,0
148,2020-02-03,9340.49,9647.61,9250.0,9300.64,159049.385,0,,59.6937936487453,0
149,2020-02-04,9300.63,9368.0,9105.0,9198.35,147843.902,0,,49.438983794920944,0
150,2020-02-05,9198.32,9799.08,9179.88,9630.0,212311.697,0,long,73.47499756500576,2
151,2020-02-06,9630.0,9884.0,9550.0,9778.12,200556.367,0,,77.96762097169177,0
152,2020-02-07,9777.97,9900.0,9736.66,9821.52,129740.767,0,,79.25454688863634,0
153,2020-02-08,9821.52,9956.0,9680.55,9906.43,129267.269,0,,81.84756822515894,0
154,2020-02-09,9906.09,10184.34,9892.15,10167.38,143407.013,0,,87.73622106975479,0
155,2020-02-10,10167.37,10213.56,9750.0,9865.56,184242.737,0,short,59.72473731915125,-2
156,2020-02-11,9865.56,10409.96,9729.36,10229.06,190119.815,0,long,72.79882243219822,2
157,2020-02-12,10230.74,10479.98,10229.71,10339.99,159674.258,0,,75.79601355818131,0
158,2020-02-13,10339.64,10540.0,10101.0,10239.63,213052.717,0,short,67.39767633913354,-2
159,2020-02-14,10240.02,10390.0,10123.37,10356.82,130975.746,0,long,71.9363685026804,2
160,2020-02-15,10356.27,10389.75,9752.3,9914.99,152146.127,0,short,43.43773626720582,-2
161,2020-02-16,9914.31,10060.45,9626.64,9921.86,141547.956,0,,43.86993412318357,0
162,2020-02-17,9921.87,9971.0,9461.89,9716.0,185338.179,0,,34.10797462821799,0
163,2020-02-18,9716.0,10270.0,9598.0,10174.32,166119.369,0,,59.30746001070304,0
164,2020-02-19,10174.53,10286.0,9293.07,9593.65,187495.927,0,,36.936483104291774,0
165,2020-02-20,9593.31,9700.0,9382.59,9601.99,143105.587,0,,37.36068179277158,0
166,2020-02-21,9601.51,9759.59,9547.0,9681.39,98954.288,0,,42.00325954195328,0
167,2020-02-22,9681.39,9710.7,9565.0,9659.2,58419.547,0,,40.94317501829533,0
168,2020-02-23,9658.95,10018.9,9657.0,9943.12,97134.358,0,,57.92628043567023,0
169,2020-02-24,9943.12,10000.0,9487.38,9662.95,157965.671,0,,42.75893579344395,0
170,2020-02-25,9662.88,9686.78,9247.0,9326.0,168641.725,0,,30.681707382283747,0
171,2020-02-26,9326.0,9384.0,8610.0,8792.22,267005.172,0,,19.67655101230382,0
172,2020-02-27,8793.96,8978.0,8533.9,8828.0,200638.488,0,,22.020170115730267,0
173,2020-02-28,8827.12,8908.86,8450.0,8699.57,196066.11,0,,19.47115425474466,0
174,2020-02-29,8699.86,8799.83,8530.0,8531.98,103524.685,0,,16.37858233794377,0
175,2020-03-01,8532.5,8762.24,8409.0,8537.84,174332.916,0,,16.95508416470676,0
176,2020-03-02,8537.84,8972.0,8504.95,8919.7,160294.484,0,,46.81941717164534,0
177,2020-03-03,8919.7,8922.34,8657.41,8765.0,160123.605,0,,39.60662013066686,0
178,2020-03-04,8765.0,8853.88,8669.23,8756.93,105462.12,0,,39.212709416227604,0
179,2020-03-05,8755.98,9172.3,8755.98,9062.81,161840.623,0,,58.68220521950765,0
180,2020-03-06,9062.62,9179.75,8994.14,9139.48,115011.583,0,,62.450386473046585,0
181,2020-03-07,9139.77,9204.0,8850.0,8897.18,125804.999,0,,45.91016087104719,0
182,2020-03-08,8895.62,8897.71,7997.7,8038.46,237407.028,0,,21.12448922057436,0
183,2020-03-09,8038.99,8182.31,7635.21,7932.15,334399.107,0,,19.49570561572692,0
184,2020-03-10,7932.45,8156.31,7733.0,7897.66,257068.702,0,,18.90458855864712,0
185,2020-03-11,7898.21,7988.0,7593.29,7938.39,220537.381,0,,22.37872242094886,0
186,2020-03-12,7938.39,7969.0,4347.0,4764.65,784747.02,0,,4.326313183767482,0
187,2020-03-13,4762.28,5971.0,3621.81,5570.26,935489.242,0,,23.823945330409487,0
188,2020-03-14,5569.84,5638.42,5040.0,5167.01,316242.586,0,,21.129671964841705,0
189,2020-03-15,5167.21,5954.47,5089.12,5357.32,356311.765,0,,26.062436183288824,0
190,2020-03-16,5354.81,5361.26,4413.62,5026.26,621555.792,0,,22.942330173427735,0
191,2020-03-17,5027.11,5529.98,4913.49,5307.38,429908.098,0,,31.6302069563567,0
192,2020-03-18,5306.42,5435.0,4982.75,5389.64,402005.703,0,,34.33802031947607,0
193,2020-03-19,5389.94,6400.0,5246.5,6159.6,499391.19,0,,55.130136129772715,0
194,2020-03-20,6159.41,6911.0,5650.0,6203.77,571898.016,0,,56.12636153728561,0
195,2020-03-21,6204.47,6457.17,5854.01,6183.69,387679.649,0,,55.427049593935415,0
196,2020-03-22,6183.84,6408.91,5730.35,5810.17,391002.795,0,,42.97635011844589,0
197,2020-03-23,5810.3,6619.9,5670.0,6463.84,489746.087,0,,61.76477419385983,0
198,2020-03-24,6463.21,6840.0,6369.0,6741.33,437968.553,0,,67.45487636531881,0
199,2020-03-25,6740.86,6960.71,6436.26,6673.41,400684.542,0,,64.51727556173378,0
200,2020-03-26,6673.57,6777.5,6500.0,6733.76,281245.628,0,,66.15436247531875,0
201,2020-03-27,6733.76,6840.0,6230.0,6353.64,258213.519,0,,48.52687060489495,0
202,2020-03-28,6353.64,6354.74,6004.0,6230.95,341944.185,0,,43.81637171613665,0
203,2020-03-29,6231.81,6260.0,5857.6,5876.27,251335.919,0,,32.438075285324345,0
204,2020-03-30,5876.27,6606.15,5850.0,6391.08,387321.998,0,,54.07549952830554,0
205,2020-03-31,6389.52,6516.63,6320.0,6407.1,262522.644,0,,54.64056238250326,0
206,2020-04-01,6407.1,6693.0,6140.0,6641.51,390529.602,0,,62.97335096873922,0
207,2020-04-02,6641.22,7290.0,6542.73,6791.63,531321.428,0,,67.72039583376745,0
208,2020-04-03,6791.65,7049.11,6600.0,6729.8,411944.927,0,,63.527252542116685,0
209,2020-04-04,6729.8,7020.0,6629.99,6851.1,319849.757,0,,68.3352847677063,0
210,2020-04-05,6851.4,6893.44,6668.02,6768.9,239224.508,0,,61.47107242453316,0
211,2020-04-06,6768.9,7370.0,6760.0,7325.73,461331.013,0,long,79.17988951090784,2
212,2020-04-07,7325.73,7457.0,7070.43,7192.9,419572.04,0,short,69.636104264492,-2
213,2020-04-08,7192.9,7417.83,7145.14,7357.66,332599.575,0,long,74.41712604019011,2
214,2020-04-09,7357.15,7365.69,7105.98,7278.65,293638.581,0,short,67.99902962456369,-2
215,2020-04-10,7278.83,7290.0,6741.0,6857.82,440148.453,0,,43.19575376777597,0
216,2020-04-11,6858.0,6944.28,6757.29,6874.18,224157.844,0,,44.18508834999647,0
217,2020-04-12,6874.17,7173.98,6775.66,6900.52,321594.822,0,,46.07522504868167,0
218,2020-04-13,6900.19,6900.99,6558.0,6834.0,421954.773,0,,41.625354279784155,0
219,2020-04-14,6834.01,6975.6,6751.0,6864.11,280445.427,0,,44.64994435817902,0
220,2020-04-15,6864.11,6929.0,6602.59,6616.89,281136.689,0,,29.14921838047715,0
221,2020-04-16,6616.88,7190.92,6465.33,7098.15,559868.603,0,,61.59365645943774,0
222,2020-04-17,7098.15,7140.0,6981.0,7022.44,277339.601,0,,56.50539930576472,0
223,2020-04-18,7022.0,7290.0,7008.11,7242.42,225807.171,0,,66.54353534639442,0
224,2020-04-19,7242.49,7258.42,7055.0,7118.03,216975.114,0,,57.210816954166496,0
225,2020-04-20,7118.04,7208.55,6735.95,6825.29,445104.981,0,,40.500919412723874,0
226,2020-04-21,6825.28,6940.0,6759.16,6838.0,288024.528,0,,41.429349445373575,0
227,2020-04-22,6838.0,7154.9,6812.57,7120.06,306482.163,0,,59.123183650452646,0
228,2020-04-23,7120.06,7802.38,7020.0,7483.35,472510.047,0,long,72.49883525895432,2
229,2020-04-24,7483.36,7612.91,7388.0,7504.11,278378.368,0,,73.12694968544585,0
230,2020-04-25,7504.62,7722.33,7433.0,7534.01,243266.807,0,,74.18829856517027,0
231,2020-04-26,7534.01,7709.57,7476.86,7694.17,269921.936,0,,79.58652430270132,0
232,2020-04-27,7693.63,7795.6,7623.98,7774.0,290336.169,0,,81.93982989666895,0
233,2020-04-28,7774.0,7780.0,7662.49,7735.75,217652.761,0,,76.64763928974442,0
234,2020-04-29,7735.76,8988.66,7710.0,8784.2,871197.569,0,,92.73174447072736,0
235,2020-04-30,8784.05,9479.77,8400.0,8624.76,944211.711,0,,81.9963018650423,0
236,2020-05-01,8623.61,9065.0,8619.84,8830.52,417820.386,0,,84.82943486449098,0
237,2020-05-02,8830.52,9020.0,8755.01,8975.18,295769.728,0,,86.67254015331086,0
238,2020-05-03,8975.18,9200.0,8727.24,8900.0,451322.713,0,,80.33234393900806,0
239,2020-05-04,8899.99,8954.94,8526.0,8873.98,440135.307,0,,77.86803378698018,0
240,2020-05-05,8873.99,9118.17,8766.12,9022.78,409920.13,0,,81.8484184962303,0
241,2020-05-06,9022.76,9405.0,8916.01,9148.27,507753.8,0,,84.74134558870678,0
242,2020-05-07,9148.29,10080.0,9022.0,9995.0,738920.219,0,,93.49093323444932,0
243,2020-05-08,9994.74,10045.03,9726.0,9807.49,458034.211,0,,80.68392050146488,0
244,2020-05-09,9809.63,9923.98,9528.23,9550.67,411941.957,0,short,65.35614317252939,-2
245,2020-05-10,9550.25,9580.0,7940.0,8719.53,842909.031,0,,36.955557226640586,0
246,2020-05-11,8723.23,9164.0,8151.12,8561.09,805164.964,0,,33.48794847512234,0
247,2020-05-12,8560.73,8981.0,8520.43,8808.71,369716.041,0,,43.7914254621512,0
248,2020-05-13,8808.71,9397.0,8790.04,9305.91,379719.0,0,,59.52756530856848,0
249,2020-05-14,9305.91,9950.0,9250.66,9786.8,602528.438,0,,69.7621668702694,0
250,2020-05-15,9787.62,9843.5,9100.0,9310.73,504107.096,0,,53.13473404419696,0
251,2020-05-16,9311.21,9585.0,9210.03,9374.99,287768.201,0,,54.94654652164035,0
252,2020-05-17,9374.99,9880.0,9317.16,9678.57,300859.34,0,,63.32046031191237,0
253,2020-05-18,9677.31,9958.67,9450.0,9731.1,363732.37,0,,64.73805136833195,0
254,2020-05-19,9731.11,9900.0,9462.0,9773.64,376313.845,0,,66.06564977721321,0
255,2020-05-20,9772.66,9838.0,9281.42,9508.11,334423.59,0,,51.06500527729538,0
256,2020-05-21,9508.0,9573.0,8812.2,9060.0,461439.193,0,,34.52723224312247,0
257,2020-05-22,9060.0,9259.38,8920.0,9166.4,276008.073,0,,40.26869623840555,0
258,2020-05-23,9166.43,9300.0,9076.9,9176.41,201589.66,0,,40.87838848366118,0
259,2020-05-24,9176.32,9294.44,8674.0,8711.37,339643.378,0,,25.665214749055068,0
260,2020-05-25,8711.37,8977.0,8623.38,8895.65,302980.106,0,,37.23536441010807,0
261,2020-05-26,8895.66,9011.82,8693.18,8837.05,275619.158,0,,35.06585873811508,0
262,2020-05-27,8837.88,9230.0,8811.0,9197.32,272253.998,0,,55.14855811505055,0
263,2020-05-28,9197.32,9621.65,9110.97,9569.59,327412.374,0,,67.95122346256821,0
264,2020-05-29,9569.58,9598.0,9317.42,9422.26,238691.299,0,,59.54310834227359,0
265,2020-05-30,9422.11,9753.0,9326.01,9695.0,255234.058,0,,68.54862551353266,0
266,2020-05-31,9694.38,9698.0,9371.76,9446.43,219829.356,0,,54.682009197336605,0
267,2020-06-01,9446.49,10497.25,9420.85,10232.48,333740.457,0,long,74.81801123435814,2
268,2020-06-02,10232.41,10262.3,9264.15,9514.9,354168.517,0,short,49.64603413986413,-2
269,2020-06-03,9514.9,9694.75,9382.33,9663.59,185389.412,0,,53.68229861182151,0
270,2020-06-04,9663.58,9884.0,9440.0,9788.33,264515.319,0,,57.2737859314274,0
271,2020-06-05,9788.32,9855.0,9580.52,9617.29,237103.042,0,,50.55496434973279,0
272,2020-06-06,9616.64,9738.77,9528.0,9664.0,152526.703,0,,52.4588003952434,0
273,2020-06-07,9664.01,9823.13,9373.0,9743.92,253986.313,0,,56.07593751423693,0
274,2020-06-08,9743.92,9816.0,9631.0,9778.87,162086.419,0,,57.82982588444498,0
275,2020-06-09,9778.87,9890.0,9550.03,9771.66,204422.819,0,,57.2404389545073,0
276,2020-06-10,9771.66,10015.99,9681.21,9884.99,193628.149,0,,64.37439598989462,0
277,2020-06-11,9884.99,9970.1,9055.07,9278.03,404046.613,0,,30.409446914038696,0
278,2020-06-12,9277.72,9550.0,9238.0,9458.91,211611.34,0,,41.84033973807034,0
279,2020-06-13,9458.77,9497.85,9340.0,9468.54,113449.075,0,,42.4692313353766,0
280,2020-06-14,9468.55,9477.0,9240.97,9339.61,143978.523,0,,35.96150224746228,0
281,2020-06-15,9339.7,9490.83,8888.43,9422.01,413865.727,0,,42.94584557832065,0
282,2020-06-16,9422.01,9595.0,9370.0,9519.12,225713.247,0,,50.84371976796896,0
283,2020-06-17,9519.13,9569.0,9231.03,9458.45,227477.39,0,,45.88351431012837,0
284,2020-06-18,9458.45,9483.85,9272.41,9381.59,158349.247,0,,39.74355541492349,0
285,2020-06-19,9381.99,9453.0,9239.0,9307.0,219510.059,0,,34.19300227432156,0
286,2020-06-20,9307.0,9394.29,9165.0,9354.04,154462.29,0,,40.719472043179465,0
287,2020-06-21,9353.84,9420.47,9279.0,9293.51,110599.558,0,,35.117474627429175,0
288,2020-06-22,9293.39,9795.0,9273.0,9686.99,260561.647,0,,69.36468187966314,0
289,2020-06-23,9686.99,9723.23,9585.0,9631.66,164673.499,0,,63.4755421829369,0
290,2020-06-24,9631.65,9678.0,9210.0,9298.4,300450.251,0,,38.723167686868884,0
291,2020-06-25,9298.78,9350.9,9005.0,9246.75,272566.502,0,,36.0032876048838,0
292,2020-06-26,9246.75,9297.16,9038.52,9159.99,249348.67,0,,31.37591463836725,0
293,2020-06-27,9159.99,9195.75,8816.4,9008.0,237840.165,0,,24.484739126232128,0
294,2020-06-28,9008.0,9188.0,8932.68,9114.0,153842.891,0,,36.62002105132475,0
