signals,trade_type,datetime,high,open,close,low,volume
0,,2019-10-13 12:00:00,8440.0,8345.14,8401.39,8342.55,9107.409
0,,2019-10-13 16:00:00,8456.0,8401.39,8430.0,8397.65,6084.668
0,,2019-10-13 20:00:00,8430.0,8430.0,8274.66,8137.3,13714.204
0,,2019-10-14 00:00:00,8300.22,8274.33,8286.51,8243.87,5335.289
0,,2019-10-14 04:00:00,8329.38,8286.62,8302.17,8272.0,5563.985
0,,2019-10-14 08:00:00,8320.5,8302.13,8279.61,8276.01,6000.199
0,,2019-10-14 12:00:00,8285.95,8277.61,8251.5,8241.19,9058.467
-1,short,2019-10-14 16:00:00,8381.77,8252.34,8327.16,8205.02,24555.184
0,,2019-10-14 20:00:00,8347.55,8327.16,8346.05,8251.16,11486.697
0,,2019-10-15 00:00:00,8408.62,8346.31,8313.69,8311.0,6968.146
0,,2019-10-15 04:00:00,8338.45,8313.96,8279.74,8272.0,7972.723
0,,2019-10-15 08:00:00,8320.15,8278.14,8294.5,8258.33,12142.967
0,,2019-10-15 12:00:00,8378.51,8294.23,8316.18,8235.0,22332.846
0,,2019-10-15 16:00:00,8321.4,8316.16,8177.46,8080.0,26600.795
0,,2019-10-15 20:00:00,8182.05,8177.5,8160.01,8131.03,10229.272
0,,2019-10-16 00:00:00,8184.0,8160.55,8167.82,8140.0,7614.084
0,,2019-10-16 04:00:00,8177.02,8167.38,8140.12,8119.48,7005.305
0,,2019-10-16 08:00:00,8166.51,8135.0,8060.33,8010.64,16910.442
0,,2019-10-16 12:00:00,8060.33,8060.33,7955.01,7900.24,18761.384
0,,2019-10-16 16:00:00,8022.98,7952.23,7957.06,7901.01,12278.651
0,,2019-10-16 20:00:00,8020.38,7958.4,7992.21,7957.2,7864.586
0,,2019-10-17 00:00:00,7998.14,7994.76,7968.12,7956.88,7907.288
0,,2019-10-17 04:00:00,7989.0,7967.65,7975.38,7930.0,9659.49
0,,2019-10-17 08:00:00,8119.0,7975.0,8066.01,7971.91,15990.539
0,,2019-10-17 12:00:00,8090.46,8066.01,8070.86,8015.23,8887.672
0,,2019-10-17 16:00:00,8124.63,8069.84,8060.02,8042.64,9288.449
0,,2019-10-17 20:00:00,8075.38,8061.51,8069.2,8036.93,6621.164
0,,2019-10-18 00:00:00,8117.3,8069.41,8064.97,8051.07,7207.573
0,,2019-10-18 04:00:00,8072.02,8064.17,7909.6,7821.01,18454.658
0,,2019-10-18 08:00:00,7937.66,7909.6,7921.6,7812.0,12546.343
0,,2019-10-18 12:00:00,7970.63,7920.65,7919.13,7880.1,10660.66
0,,2019-10-18 16:00:00,7984.0,7916.23,7942.18,7906.22,14902.28
0,,2019-10-18 20:00:00,7977.44,7942.18,7943.94,7915.25,11479.838
0,,2019-10-19 00:00:00,7957.0,7945.57,7938.73,7892.85,11509.472
0,,2019-10-19 04:00:00,7955.0,7938.92,7929.18,7915.36,7745.321
0,,2019-10-19 08:00:00,8011.0,7929.18,7943.74,7920.0,10993.11
0,,2019-10-19 12:00:00,8108.54,7943.74,7991.31,7852.12,21601.144
0,,2019-10-19 16:00:00,7999.28,7994.1,7973.66,7950.0,13216.265
0,,2019-10-19 20:00:00,7980.04,7973.75,7947.13,7883.14,12959.083
0,,2019-10-20 00:00:00,7951.57,7947.78,7902.85,7871.17,15448.598
0,,2019-10-20 04:00:00,7937.9,7904.43,7907.94,7900.0,8204.838
0,,2019-10-20 08:00:00,7980.0,7906.94,7942.39,7890.0,10424.387
0,,2019-10-20 12:00:00,8041.19,7942.39,8022.28,7937.15,13303.473
0,,2019-10-20 16:00:00,8234.01,8023.35,8229.17,8007.0,16283.102
0,,2019-10-20 20:00:00,8300.5,8230.33,8218.23,8165.0,14999.517
0,,2019-10-21 00:00:00,8255.1,8218.23,8218.45,8178.0,7042.118
0,,2019-10-21 04:00:00,8246.31,8218.01,8220.11,8203.88,6522.622
1,close,2019-10-21 08:00:00,8284.38,8220.03,8231.89,8190.0,11990.119
0,,2019-10-21 12:00:00,8334.57,8231.89,8192.02,8160.0,16576.131
0,,2019-10-21 16:00:00,8198.34,8193.0,8184.65,8150.0,9264.875
0,,2019-10-21 20:00:00,8234.5,8184.27,8201.74,8180.0,8532.651
0,,2019-10-22 00:00:00,8210.0,8201.0,8205.64,8164.78,9929.239
0,,2019-10-22 04:00:00,8229.32,8205.64,8210.0,8188.74,8433.899
0,,2019-10-22 08:00:00,8283.69,8210.72,8276.18,8210.72,12248.971
0,,2019-10-22 12:00:00,8290.0,8275.04,8212.37,8165.0,13401.746
0,,2019-10-22 16:00:00,8219.75,8212.74,8167.38,8160.0,8891.046
0,,2019-10-22 20:00:00,8170.08,8169.98,8020.89,8000.0,16601.979
0,,2019-10-23 00:00:00,8047.78,8020.68,7953.2,7937.0,11205.813
0,,2019-10-23 04:00:00,7982.0,7954.51,7959.35,7917.11,9507.146
0,,2019-10-23 08:00:00,8017.5,7959.35,7964.7,7949.45,8477.132
0,,2019-10-23 12:00:00,7965.78,7965.67,7420.87,7402.0,46064.7
0,,2019-10-23 16:00:00,7532.0,7425.0,7479.05,7172.76,21711.452
0,,2019-10-23 20:00:00,7494.79,7480.0,7465.0,7387.66,11517.896
0,,2019-10-24 00:00:00,7494.08,7465.18,7408.07,7395.01,11513.365
0,,2019-10-24 04:00:00,7434.13,7408.07,7418.29,7337.44,12922.142
0,,2019-10-24 08:00:00,7468.0,7417.23,7419.0,7388.92,11697.908
0,,2019-10-24 12:00:00,7495.81,7419.01,7432.91,7408.09,14028.824
0,,2019-10-24 16:00:00,7467.0,7433.27,7466.96,7421.71,9553.989
0,,2019-10-24 20:00:00,7468.27,7464.77,7411.35,7409.0,7003.306
0,,2019-10-25 00:00:00,7456.63,7410.07,7438.15,7409.6,7677.48
0,,2019-10-25 04:00:00,7467.33,7438.15,7458.9,7359.0,9057.398
0,,2019-10-25 08:00:00,7638.51,7458.32,7575.06,7440.0,14774.86
0,,2019-10-25 12:00:00,8564.68,7574.65,8264.52,7573.62,39712.605
0,,2019-10-25 16:00:00,8800.0,8267.5,8631.73,8257.25,73559.933
0,,2019-10-25 20:00:00,8703.62,8633.45,8650.0,8539.79,20336.65
0,,2019-10-26 00:00:00,10408.48,8650.0,9563.07,8626.89,99990.23
0,,2019-10-26 04:00:00,9804.19,9566.68,9488.0,9310.36,31227.738
0,,2019-10-26 08:00:00,9488.0,9488.0,9230.04,8951.62,36022.277
0,,2019-10-26 12:00:00,9450.0,9230.03,9199.9,9034.57,37643.011
0,,2019-10-26 16:00:00,9240.0,9199.89,9004.0,8873.98,29995.866
0,,2019-10-26 20:00:00,9300.73,9004.0,9232.22,9001.87,13282.039
0,,2019-10-27 00:00:00,9385.0,9234.75,9136.84,9101.0,11883.704
0,,2019-10-27 04:00:00,9229.98,9136.83,9158.0,9066.07,6980.51
0,,2019-10-27 08:00:00,9666.0,9158.01,9283.98,9157.25,33020.958
0,,2019-10-27 12:00:00,9624.53,9284.77,9530.21,9215.0,40721.459
0,,2019-10-27 16:00:00,9803.83,9531.36,9719.99,9381.34,41185.795
0,,2019-10-27 20:00:00,9768.82,9720.04,9533.32,9430.0,29751.593
0,,2019-10-28 00:00:00,9930.13,9534.37,9631.12,9531.99,36414.73
0,,2019-10-28 04:00:00,9693.23,9630.95,9447.25,9282.12,29999.714
0,,2019-10-28 08:00:00,9486.14,9447.25,9425.0,9282.83,19142.267
0,,2019-10-28 12:00:00,9437.94,9423.11,9389.96,9254.47,20991.909
0,,2019-10-28 16:00:00,9493.0,9389.98,9410.59,9334.28,26704.18
0,,2019-10-28 20:00:00,9494.0,9409.35,9217.36,9156.03,22347.175
0,,2019-10-29 00:00:00,9315.19,9215.78,9299.0,9200.0,9694.665
0,,2019-10-29 04:00:00,9569.1,9299.48,9455.0,9299.43,29813.443
0,,2019-10-29 08:00:00,9499.99,9454.58,9444.65,9356.7,17378.063
0,,2019-10-29 12:00:00,9475.0,9442.78,9354.63,9269.0,22639.249
0,,2019-10-29 16:00:00,9411.92,9352.65,9233.39,9070.0,24387.808
0,,2019-10-29 20:00:00,9492.86,9231.38,9415.02,9221.15,20789.786
0,,2019-10-30 00:00:00,9418.65,9415.02,9288.18,9235.25,17681.781
0,,2019-10-30 04:00:00,9344.0,9287.69,9176.05,9155.0,16892.44
0,,2019-10-30 08:00:00,9253.0,9176.08,9108.87,9005.41,18242.144
0,,2019-10-30 12:00:00,9181.0,9108.88,9102.91,8975.72,19729.118
0,,2019-10-30 16:00:00,9213.32,9103.86,9213.28,9020.0,16883.725
0,,2019-10-30 20:00:00,9240.0,9213.2,9165.3,9136.84,9035.65
0,,2019-10-31 00:00:00,9216.0,9163.4,9110.0,9065.0,8839.037
0,,2019-10-31 04:00:00,9214.64,9109.0,9108.25,9079.92,11664.664
0,,2019-10-31 08:00:00,9160.42,9106.53,9121.0,8933.0,18441.223
0,,2019-10-31 12:00:00,9438.64,9122.0,9218.7,9119.11,28062.578
0,,2019-10-31 16:00:00,9272.0,9218.7,9220.35,9202.0,11594.526
0,,2019-10-31 20:00:00,9250.0,9221.45,9150.0,9011.0,20234.016
0,,2019-11-01 00:00:00,9155.0,9149.88,9073.9,9060.0,8388.484
0,,2019-11-01 04:00:00,9147.4,9073.9,9110.0,9051.0,6434.652
0,,2019-11-01 08:00:00,9280.0,9110.46,9166.17,9097.0,19534.015
0,,2019-11-01 12:00:00,9258.32,9166.17,9084.37,9062.0,22943.062
0,,2019-11-01 16:00:00,9215.0,9084.37,9171.05,9050.27,14777.767
0,,2019-11-01 20:00:00,9270.0,9169.9,9231.01,9169.89,15178.969
0,,2019-11-02 00:00:00,9267.83,9231.7,9235.12,9202.08,8695.995
0,,2019-11-02 04:00:00,9238.0,9235.1,9215.0,9194.98,5808.531
0,,2019-11-02 08:00:00,9249.0,9215.0,9239.99,9200.01,6638.689
0,,2019-11-02 12:00:00,9375.0,9239.91,9320.0,9204.0,19711.852
0,,2019-11-02 16:00:00,9335.0,9319.0,9314.01,9266.0,9817.902
0,,2019-11-02 20:00:00,9314.24,9314.0,9287.8,9270.0,5929.086
0,,2019-11-03 00:00:00,9366.69,9288.96,9335.07,9287.95,8889.756
0,,2019-11-03 04:00:00,9333.61,9333.61,9246.2,9223.53,10255.879
0,,2019-11-03 08:00:00,9250.4,9246.2,9160.31,9107.43,18905.707
0,,2019-11-03 12:00:00,9192.68,9160.31,9180.97,9105.0,12151.061
0,,2019-11-03 16:00:00,9193.0,9180.97,9142.12,9121.0,8999.484
0,,2019-11-03 20:00:00,9240.0,9143.43,9197.88,9073.0,16410.835
0,,2019-11-04 00:00:00,9211.0,9197.86,9158.41,9142.0,7475.846
0,,2019-11-04 04:00:00,9200.0,9158.41,9187.52,9126.01,7214.563
