user_id,datetime,open,high,low,close,volume,signals,trade_type,ema_20,ema_40
36,2019-09-11 16:00:00,9992.18,10110.21,9934.11,10054.43,1288.538,0,hold,10108.049704667508,10131.236915833098
37,2019-09-11 18:00:00,10053.77,10123.29,10043.71,10077.6,1334.991,0,hold,10105.149732794413,10128.620480914411
38,2019-09-11 20:00:00,10073.64,10184.66,10064.11,10161.51,1318.527,0,hold,10110.517377290184,10130.224847699074
39,2019-09-11 22:00:00,10163.87,10176.27,10103.34,10159.55,1303.531,0,hold,10115.187150881595,10131.655342933265
40,2019-09-12 00:00:00,10163.06,10205.46,10124.47,10124.55,1361.416,0,hold,10116.078850797634,10131.308740838958
41,2019-09-12 02:00:00,10124.55,10139.5,10085.88,10113.43,1342.909,0,hold,10115.826579293098,10130.436607139496
42,2019-09-12 04:00:00,10116.97,10129.19,10070.01,10079.86,1229.666,0,hold,10112.401190788994,10127.969455571714
43,2019-09-12 06:00:00,10080.29,10088.61,10042.12,10078.96,1272.932,0,hold,10109.216315475758,10125.578750421875
44,2019-09-12 08:00:00,10079.76,10171.93,10076.95,10121.65,1263.526,0,hold,10110.40047590664,10125.387104059833
45,2019-09-12 10:00:00,10123.64,10187.9,10122.75,10170.93,1267.986,0,hold,10116.165192486958,10127.608708739841
46,2019-09-12 12:00:00,10170.0,10360.13,10170.0,10343.84,1247.245,0,hold,10137.8485074882,10138.156576606189
47,2019-09-12 14:00:00,10337.06,10365.15,10272.77,10326.58,1281.755,1,long,10155.822935346467,10147.347963113203
48,2019-09-12 16:00:00,10327.25,10349.91,10239.42,10295.8,1345.405,0,hold,10169.154084361087,10154.589525888168
49,2019-09-12 18:00:00,10295.8,10346.06,10272.03,10308.8,1378.764,0,hold,10182.453695374317,10162.111988039964
50,2019-09-12 20:00:00,10301.82,10400.0,10300.85,10388.87,1263.815,0,hold,10202.112391052955,10173.17335447704
51,2019-09-12 22:00:00,10390.01,10450.13,10357.51,10415.13,1354.215,0,hold,10222.399782381244,10184.97611767328
52,2019-09-13 00:00:00,10414.96,10440.55,10329.3,10335.68,1243.32,0,hold,10233.188374535412,10192.327526567267
53,2019-09-13 02:00:00,10335.35,10386.64,10332.83,10364.64,1240.372,0,hold,10245.70757696061,10200.73301307618
54,2019-09-13 04:00:00,10364.82,10399.81,10272.77,10291.89,1813.756,0,hold,10250.105902964362,10205.179695365146
55,2019-09-13 06:00:00,10290.67,10319.8,10267.89,10284.03,1775.829,0,hold,10253.336769348709,10209.026051688797
56,2019-09-13 08:00:00,10283.68,10327.14,10255.25,10306.43,1509.291,0,hold,10258.393267505975,10213.77746380154
57,2019-09-13 10:00:00,10306.94,10323.51,10251.99,10306.52,1834.691,0,hold,10262.976765838739,10218.301489957561
58,2019-09-13 12:00:00,10306.52,10344.0,10286.27,10307.01,1815.754,0,hold,10267.170407187432,10222.628734349875
59,2019-09-13 14:00:00,10306.78,10326.46,10270.0,10296.57,1740.736,0,hold,10269.970368407676,10226.235625357198
60,2019-09-13 16:00:00,10294.81,10310.08,10190.0,10226.61,1571.369,0,hold,10265.840809511707,10226.253887534895
61,2019-09-13 18:00:00,10224.6,10243.17,10186.34,10210.25,1707.027,0,hold,10260.546446701068,10225.473210094167
62,2019-09-13 20:00:00,10210.25,10299.66,10153.51,10287.11,1415.666,0,hold,10263.076308920014,10228.4798827725
63,2019-09-13 22:00:00,10287.11,10355.85,10250.0,10341.34,1584.91,0,hold,10270.529993784774,10233.985254344574
64,2019-09-14 00:00:00,10343.01,10353.72,10290.0,10298.45,1737.356,0,hold,10273.189041995747,10237.129876083864
65,2019-09-14 02:00:00,10299.73,10307.34,10267.08,10280.77,1560.547,0,hold,10273.911037996151,10239.25866261636
66,2019-09-14 04:00:00,10280.58,10305.29,10259.75,10287.31,1387.754,0,hold,10275.187129615566,10241.60263029361
67,2019-09-14 06:00:00,10287.3,10330.61,10275.04,10316.67,1585.528,0,hold,10279.137879175989,10245.264453206117
68,2019-09-14 08:00:00,10319.07,10348.0,10288.78,10305.47,1879.612,0,hold,10281.645700206847,10248.201309147282
69,2019-09-14 10:00:00,10305.79,10321.53,10287.53,10291.93,1457.673,0,hold,10282.625157330005,10250.334416018146
70,2019-09-14 12:00:00,10292.13,10349.0,10222.77,10321.0,1952.804,0,hold,10286.279904250958,10253.781517675798
71,2019-09-14 14:00:00,10321.0,10396.4,10311.82,10358.0,2186.164,0,hold,10293.11038956039,10258.865346081857
72,2019-09-14 16:00:00,10355.61,10398.0,10325.41,10380.36,1862.465,0,hold,10301.419876268923,10264.791914565669
73,2019-09-14 18:00:00,10380.76,10389.14,10338.66,10363.8,1670.214,0,hold,10307.360840433787,10269.621577269783
74,2019-09-14 20:00:00,10363.63,10419.97,10317.39,10377.71,1799.144,0,hold,10314.060760392473,10274.894183256622
75,2019-09-14 22:00:00,10377.74,10387.9,10325.56,10332.25,1577.363,0,hold,10315.793068926523,10277.69202797581
76,2019-09-15 00:00:00,10333.47,10359.2,10024.81,10332.65,1942.069,0,hold,10317.39849093352,10280.372904659916
77,2019-09-15 02:00:00,10331.84,10335.0,10288.0,10303.39,1597.294,0,hold,10316.064348939852,10281.495689798458
78,2019-09-15 04:00:00,10302.49,10326.59,10273.21,10311.07,1612.772,0,hold,10315.588696659865,10282.938339076582
79,2019-09-15 06:00:00,10310.68,10324.16,10292.86,10308.96,1406.595,0,hold,10314.957392216067,10284.207688389917
80,2019-09-15 08:00:00,10308.08,10308.4,10268.55,10285.56,1634.946,0,hold,10312.15764057644,10284.27365480992
81,2019-09-15 10:00:00,10284.3,10320.0,10275.6,10296.63,1615.096,0,hold,10310.678817664399,10284.876403355776
82,2019-09-15 12:00:00,10296.54,10311.91,10255.41,10273.67,1767.633,0,hold,10307.154168363028,10284.329749533543
83,2019-09-15 14:00:00,10273.76,10317.29,10252.28,10306.37,1988.238,0,hold,10307.079485661787,10285.404883702638
84,2019-09-15 16:00:00,10306.79,10332.61,10286.88,10309.03,1855.834,0,hold,10307.265248932092,10286.557328400071
85,2019-09-15 18:00:00,10309.11,10310.04,10280.14,10294.68,1747.714,0,hold,10306.066653795702,10286.953556282993
86,2019-09-15 20:00:00,10294.46,10310.95,10265.32,10289.03,1614.533,0,hold,10304.444115338969,10287.054846220408
87,2019-09-15 22:00:00,10289.03,10316.45,10281.95,10302.22,1753.531,0,hold,10304.232294830495,10287.794609819412
88,2019-09-16 00:00:00,10302.0,10353.81,10300.36,10338.57,1748.081,0,hold,10307.502552465687,10290.271458120904
89,2019-09-16 02:00:00,10339.6,10353.79,10300.0,10300.07,1742.707,0,hold,10306.794690326098,10290.749435773541
90,2019-09-16 04:00:00,10300.24,10325.0,10296.25,10312.37,1536.718,0,hold,10307.325672199802,10291.804097443124
91,2019-09-16 06:00:00,10312.17,10312.17,10279.69,10302.3,1594.944,0,hold,10306.847036752202,10292.316092689802
92,2019-09-16 08:00:00,10301.95,10316.71,10282.97,10302.35,1513.967,0,hold,10306.418747537706,10292.805551582982
93,2019-09-16 10:00:00,10302.87,10309.77,10275.74,10282.74,1598.656,0,hold,10304.163628724591,10292.314549066738
94,2019-09-16 12:00:00,10282.03,10282.03,10125.7,10148.74,2070.067,0,hold,10289.36137836987,10285.310912526897
95,2019-09-16 14:00:00,10150.25,10166.91,10115.0,10120.07,1478.811,-1,short,10273.238389953693,10277.25038020851
96,2019-09-16 16:00:00,10117.4,10160.39,10080.7,10144.73,1727.208,0,hold,10260.999495672388,10270.78597141785
97,2019-09-16 18:00:00,10144.35,10150.5,10115.7,10124.17,1691.849,0,hold,10247.96811513216,10263.633972812102
98,2019-09-16 20:00:00,10120.37,10329.38,10119.29,10280.25,1872.433,0,hold,10251.042580357669,10264.444510723708
99,2019-09-16 22:00:00,10282.77,10308.27,10228.92,10249.27,1610.196,0,hold,10250.873763180747,10263.704290688403
100,2019-09-17 00:00:00,10257.3,10261.36,10175.2,10209.45,1813.287,0,hold,10246.92864287782,10261.057739923115
101,2019-09-17 02:00:00,10208.81,10232.07,10187.88,10224.09,1742.727,0,hold,10244.753534032312,10259.25443553662
102,2019-09-17 04:00:00,10225.02,10230.79,10165.0,10195.82,1995.427,0,hold,10240.093197457805,10256.160072827517
103,2019-09-17 06:00:00,10194.31,10214.3,10179.84,10201.89,1858.104,0,hold,10236.454797699918,10253.512752201785
104,2019-09-17 08:00:00,10202.92,10205.81,10136.77,10162.73,1974.86,0,hold,10229.433388395164,10249.084325265112
105,2019-09-17 10:00:00,10161.19,10182.47,10158.0,10163.0,1816.181,0,hold,10223.106399024196,10244.885089886326
106,2019-09-17 12:00:00,10162.7,10244.27,10151.62,10185.92,2092.664,0,hold,10219.564837212369,10242.00874403821
107,2019-09-17 14:00:00,10185.57,10225.16,10173.89,10201.14,1767.308,0,hold,10217.810090811192,10240.015146768053
108,2019-09-17 16:00:00,10201.09,10262.49,10200.39,10252.14,1910.508,0,hold,10221.07960597203,10240.60660302327
109,2019-09-17 18:00:00,10251.56,10257.27,10214.64,10255.91,1772.954,0,hold,10224.396786355648,10241.353110192866
110,2019-09-17 20:00:00,10256.52,10270.63,10192.09,10212.18,1911.261,0,hold,10223.233282893205,10239.930031646873
111,2019-09-17 22:00:00,10212.7,10237.78,10171.37,10186.52,1864.326,0,hold,10219.736779760518,10237.324664249463
112,2019-09-18 00:00:00,10183.87,10256.65,10183.87,10245.46,1815.236,0,hold,10222.186610259518,10237.72150989583
113,2019-09-18 02:00:00,10245.57,10252.5,10192.04,10206.05,1758.242,0,hold,10220.649790234802,10236.176558193594
114,2019-09-18 04:00:00,10206.02,10228.41,10196.26,10198.72,1756.244,0,hold,10218.561238783868,10234.349409013419
115,2019-09-18 06:00:00,10197.7,10216.0,10185.6,10198.54,1675.26,0,hold,10216.654454137786,10232.60260857374
116,2019-09-18 08:00:00,10199.39,10199.47,10150.0,10174.08,1739.995,0,hold,10212.5997442199,10229.747847179899
117,2019-09-18 10:00:00,10174.39,10195.64,10150.0,10156.12,1517.522,0,hold,10207.220720960862,10226.15624487844
118,2019-09-18 12:00:00,10156.7,10210.0,10097.92,10178.66,2054.248,0,hold,10204.500652297924,10223.83935488437
119,2019-09-18 14:00:00,10179.78,10193.36,10151.0,10172.91,1948.832,0,hold,10201.49201874574,10221.354996109521
120,2019-09-18 16:00:00,10172.84,10204.51,10132.51,10187.83,1906.663,0,hold,10200.190874103288,10219.719630445643
121,2019-09-18 18:00:00,10186.17,10212.25,10166.54,10171.17,1434.043,0,hold,10197.426981331546,10217.351355789759
122,2019-09-18 20:00:00,10172.65,10208.0,10143.0,10195.96,1720.521,0,hold,10197.28726882378,10216.307875019527
123,2019-09-18 22:00:00,10196.05,10211.9,10154.45,10155.16,1506.089,0,hold,10193.27514798342,10213.325051847843
124,2019-09-19 00:00:00,10154.7,10185.55,10121.4,10124.97,1426.033,0,hold,10186.769895794523,10209.015049318681
125,2019-09-19 02:00:00,10127.66,10144.83,9530.02,9821.97,3227.109,0,hold,10152.027048575997,10190.134803010451
126,2019-09-19 04:00:00,9820.96,9916.0,9780.75,9893.16,2051.283,0,hold,10127.373043949712,10175.648227253843
127,2019-09-19 06:00:00,9893.02,9893.02,9851.0,9872.38,1845.022,0,hold,10103.087992144978,10160.85465519268
128,2019-09-19 08:00:00,9872.71,9895.37,9853.01,9877.09,1897.36,0,hold,10081.564373845456,10147.012476890597
129,2019-09-19 10:00:00,9877.17,9883.53,9820.0,9856.5,1961.9,0,hold,10060.129671574461,10132.84113655447
130,2019-09-19 12:00:00,9856.5,9893.57,9845.11,9860.69,1959.034,0,hold,10041.135417138797,10119.565471356691
131,2019-09-19 14:00:00,9862.1,9882.69,9846.97,9880.36,1618.755,0,hold,10025.823472649387,10107.896911778316
132,2019-09-19 16:00:00,9882.0,10109.51,9875.25,10018.92,2923.843,0,hold,10025.16599906373,10103.556574618397
133,2019-09-19 18:00:00,10018.69,10095.87,10005.07,10086.98,1947.529,0,hold,10031.053046771947,10102.747961222378
134,2019-09-19 20:00:00,10088.91,10331.62,10088.91,10239.05,3338.427,0,hold,10050.862280412714,10109.396841162748
135,2019-09-19 22:00:00,10239.0,10257.27,10202.51,10245.3,2032.459,0,hold,10069.380158468646,10116.026263545053
136,2019-09-20 00:00:00,10247.7,10279.3,10184.95,10195.7,2175.145,0,hold,10081.41061956687,10119.912787274561
137,2019-09-20 02:00:00,10194.33,10240.81,10154.7,10214.76,2055.712,0,hold,10094.1105605605,10124.53948057824
138,2019-09-20 04:00:00,10212.78,10222.92,10160.35,10161.05,1904.287,0,hold,10100.485745269025,10126.320481525643
139,2019-09-20 06:00:00,10161.66,10191.4,10148.99,10156.45,1802.407,0,hold,10105.815674291021,10127.790214134147
140,2019-09-20 08:00:00,10156.11,10187.1,10121.3,10144.17,1756.486,0,hold,10109.468467215685,10128.589228078823
141,2019-09-20 10:00:00,10143.58,10178.28,10141.49,10173.72,1697.673,0,hold,10115.587660814192,10130.790729148148
142,2019-09-20 12:00:00,10172.45,10236.19,10160.0,10181.25,2116.714,0,hold,10121.841216927125,10133.252156994578
143,2019-09-20 14:00:00,10180.9,10189.5,10141.31,10180.66,1949.672,0,hold,10127.443005791209,10135.56473470216
144,2019-09-20 16:00:00,10179.55,10189.13,10070.5,10122.21,2116.301,0,hold,10126.944624287284,10134.913284228884
145,2019-09-20 18:00:00,10122.22,10187.2,10122.22,10161.6,1870.705,0,hold,10130.245136259922,10136.21507524211
146,2019-09-20 20:00:00,10161.4,10171.04,10070.67,10130.57,2001.385,0,hold,10130.27607566374,10135.939705718103
147,2019-09-20 22:00:00,10130.14,10185.34,10130.14,10166.35,1819.423,0,hold,10133.711687505289,10137.423134707464
148,2019-09-21 00:00:00,10166.56,10175.3,10135.82,10146.36,1747.222,0,hold,10134.916288695262,10137.85907935588
149,2019-09-21 02:00:00,10147.93,10162.24,10116.8,10124.75,1915.671,0,hold,10133.948070724284,10137.219612070227
150,2019-09-21 04:00:00,10124.35,10126.81,10080.52,10097.51,2007.599,0,hold,10130.477778274351,10135.282557822899
151,2019-09-21 06:00:00,10098.01,10104.76,9963.02,10079.89,2665.939,0,hold,10125.659894629174,10132.580481831537
152,2019-09-21 08:00:00,10081.07,10081.07,9986.32,9998.09,2071.046,0,hold,10113.510380854967,10126.019970522682
153,2019-09-21 10:00:00,9998.69,10064.17,9983.25,10046.6,1896.128,0,hold,10107.137963630685,10122.145825619136
154,2019-09-21 12:00:00,10046.6,10047.34,9912.63,10012.4,2005.92,0,hold,10098.115300427762,10116.792370710886
155,2019-09-21 14:00:00,10011.05,10067.0,9981.76,10037.11,1984.956,0,hold,10092.305271815594,10112.905425798159
156,2019-09-21 16:00:00,10037.05,10056.0,9959.97,9976.82,1785.068,0,hold,10081.306674499823,10106.26711234459
157,2019-09-21 18:00:00,9975.26,10016.8,9966.65,10016.8,1734.298,0,hold,10075.163181690317,10101.902862961926
158,2019-09-21 20:00:00,10016.78,10023.56,9952.0,9978.54,1814.648,0,hold,10065.960973910287,10095.885162329636
159,2019-09-21 22:00:00,9978.54,10013.47,9943.05,9983.33,2013.892,0,hold,10058.091357347403,10090.394666606238
160,2019-09-22 00:00:00,9992.7,10001.98,9862.81,9905.87,2656.902,0,hold,10043.59408521908,10081.393463357153
161,2019-09-22 02:00:00,9905.61,9940.56,9872.07,9872.07,1904.175,0,hold,10027.258458055358,10071.182562705584
162,2019-09-22 04:00:00,9872.0,9974.17,9857.0,9937.43,1957.861,0,hold,10018.70336681199,10064.658047451654
163,2019-09-22 06:00:00,9937.25,10053.56,9918.01,10023.53,1833.491,0,hold,10019.163046163229,10062.651801234499
164,2019-09-22 08:00:00,10024.91,10089.52,9978.96,10023.0,2250.822,0,hold,10019.52847033816,10060.717567027936
165,2019-09-22 10:00:00,10022.98,10034.39,9988.4,10001.83,1504.747,0,hold,10017.842901734526,10057.84500278267
166,2019-09-22 12:00:00,10000.53,10057.43,9932.01,9984.99,1938.052,0,hold,10014.714053950285,10054.291100207905
167,2019-09-22 14:00:00,9983.76,9996.88,9942.0,9989.89,1878.727,0,hold,10012.349858335972,10051.149583124592
168,2019-09-22 16:00:00,9990.0,10025.0,9970.0,9992.5,2086.377,0,hold,10010.459395637308,10048.288627850221
169,2019-09-22 18:00:00,9994.08,9999.0,9949.2,9987.48,1925.471,0,hold,10008.270881767088,10045.322353320942
170,2019-09-22 20:00:00,9987.61,10066.34,9982.6,10050.87,1819.055,0,hold,10012.327940646413,10045.592970232114
171,2019-09-22 22:00:00,10050.67,10073.46,10010.15,10023.04,2160.674,0,hold,10013.348136775327,10044.492825342742
172,2019-09-23 00:00:00,10027.69,10046.91,9954.22,9987.0,2592.819,0,hold,10010.838790415772,10041.688297277244
173,2019-09-23 02:00:00,9987.0,9998.16,9950.0,9975.58,2129.892,0,hold,10007.480810376173,10038.46350228811
174,2019-09-23 04:00:00,9978.57,9983.81,9939.58,9955.18,1635.372,0,hold,10002.499780816539,10034.400892420397
175,2019-09-23 06:00:00,9954.77,9956.71,9878.51,9904.0,2191.931,0,hold,9993.118849310202,10028.03987327794
176,2019-09-23 08:00:00,9904.0,9968.49,9904.0,9952.09,1753.718,0,hold,9989.211339852087,10024.335001410724
177,2019-09-23 10:00:00,9951.5,9951.93,9914.08,9915.09,1730.936,0,hold,9982.15216462808,10019.005976951665
178,2019-09-23 12:00:00,9914.11,9933.1,9881.25,9904.51,2031.074,0,hold,9974.757672758738,10013.420807344266
179,2019-09-23 14:00:00,9904.51,9951.05,9708.91,9867.06,5535.787,0,hold,9964.50075154362,10006.281255766497
180,2019-09-23 16:00:00,9867.54,9883.89,9779.0,9790.0,2681.507,0,hold,9947.881632348988,9995.730950607156
181,2019-09-23 18:00:00,9789.31,9844.73,9780.81,9805.1,1817.575,0,hold,9934.283381649086,9986.431879845832
182,2019-09-23 20:00:00,9804.39,9836.28,9655.0,9753.43,4373.195,0,hold,9917.05925006346,9975.065934487498
183,2019-09-23 22:00:00,9751.07,9751.07,9620.0,9701.96,3453.256,0,hold,9896.573607200273,9961.74369378079
184,2019-09-24 00:00:00,9701.1,9792.83,9603.5,9724.97,2689.277,0,hold,9880.230406514533,9950.1937574988
185,2019-09-24 02:00:00,9724.63,9754.57,9681.69,9718.71,1590.335,0,hold,9864.847510656005,9938.901866889102
186,2019-09-24 04:00:00,9718.63,9764.75,9689.0,9762.69,1149.38,0,hold,9855.118223926862,9930.306166065244
187,2019-09-24 06:00:00,9763.71,9791.07,9733.0,9755.67,1445.193,0,hold,9845.646964505257,9921.787328696208
188,2019-09-24 08:00:00,9754.05,9768.0,9680.27,9733.73,2198.906,0,hold,9834.988205980946,9912.613800467123
189,2019-09-24 10:00:00,9735.1,9767.81,9703.0,9726.09,1797.771,0,hold,9824.616948268476,9903.515078493116
190,2019-09-24 12:00:00,9725.67,9729.07,9581.42,9629.88,5431.651,0,hold,9806.070572242908,9890.167025883695
191,2019-09-24 14:00:00,9631.94,9633.27,9408.47,9530.0,9870.227,0,hold,9779.778136791203,9872.597902669855
192,2019-09-24 16:00:00,9529.45,9598.0,9454.02,9482.74,3574.981,0,hold,9751.488790430136,9853.580444003033
193,2019-09-24 18:00:00,8683.2,8689.49,8645.61,8645.61,10.814,0,hold,9646.167000865362,9794.65505649069
194,2019-09-24 20:00:00,8358.01,8740.0,8137.09,8639.48,15314.231,0,hold,9550.292048401994,9738.305053735046
195,2019-09-24 22:00:00,8639.48,8755.44,8454.89,8495.83,8234.44,0,hold,9449.867091411328,9677.696514528458
196,2019-09-25 00:00:00,8493.32,8725.24,8492.65,8693.86,5193.721,0,hold,9377.866416038822,9629.704489429509
197,2019-09-25 02:00:00,8693.68,8710.29,8541.55,8565.61,3073.864,0,hold,9300.508662130364,9577.797441164656
198,2019-09-25 04:00:00,8565.52,8589.25,8416.06,8491.3,3762.901,0,hold,9223.4411704989,9524.797565985893
199,2019-09-25 06:00:00,8491.25,8537.31,8200.0,8322.35,4076.138,0,hold,9137.62296378472,9466.141587157312
200,2019-09-25 08:00:00,8325.28,8546.73,8215.0,8392.49,4684.462,0,hold,9066.657919614747,9413.768339003296
201,2019-09-25 10:00:00,8391.37,8445.03,8294.99,8327.38,2796.482,0,hold,8996.250498699055,9360.773785881185
202,2019-09-25 12:00:00,8324.27,8433.54,8242.61,8389.21,4853.005,0,hold,8938.437117870573,9313.380430472345
203,2019-09-25 14:00:00,8389.21,8460.0,8287.25,8293.28,4228.309,0,hold,8876.99358283528,9263.619433863938
204,2019-09-25 16:00:00,8295.79,8408.31,8223.71,8371.16,4435.664,0,hold,8828.818955898587,9220.084827333989
205,2019-09-25 18:00:00,8367.73,8396.37,8305.77,8346.96,1961.609,0,hold,8782.927626765388,9177.493372342087
206,2019-09-25 20:00:00,8346.96,8576.87,8338.8,8575.59,3683.431,0,hold,8763.181186121064,9148.132232227837
207,2019-09-25 22:00:00,8572.13,8628.44,8332.41,8430.07,5472.516,0,hold,8731.456311252392,9113.104806265505
208,2019-09-26 00:00:00,8428.15,8443.55,8344.4,8347.54,2242.553,0,hold,8694.892853037878,9075.760181569625
209,2019-09-26 02:00:00,8347.54,8398.1,8316.61,8361.8,2008.593,0,hold,8663.169724177127,9040.9328556394
210,2019-09-26 04:00:00,8361.82,8421.32,8335.72,8387.45,1500.487,0,hold,8636.910702826925,9009.055643169184
211,2019-09-26 06:00:00,8388.69,8431.0,8363.0,8379.0,1654.135,0,hold,8612.34777874817,8978.321221551174
212,2019-09-26 08:00:00,8378.75,8464.4,8367.89,8442.45,1586.078,0,hold,8596.167037915011,8952.181161963312
213,2019-09-26 10:00:00,8443.52,8456.02,8387.08,8387.08,1928.295,0,hold,8576.25398668501,8924.615251623638
214,2019-09-26 12:00:00,8387.0,8438.88,8031.91,8252.8,6904.839,0,hold,8545.44884509596,8891.84377593468
215,2019-09-26 14:00:00,8252.8,8403.0,7825.89,7921.82,14951.451,0,hold,8486.055621753487,8844.525542962256
216,2019-09-26 16:00:00,7924.55,8018.18,7700.67,7921.0,14299.076,0,hold,8432.240800634107,8799.475516476292
217,2019-09-26 18:00:00,7921.66,8160.5,7904.99,8131.12,7727.227,0,hold,8403.562629145144,8766.872808355496
218,2019-09-26 20:00:00,8131.23,8157.0,8010.0,8075.08,2622.128,0,hold,8372.278569226559,8733.126817704007
219,2019-09-26 22:00:00,8076.14,8132.62,8018.0,8060.15,2641.083,0,hold,8342.55203882403,8700.298680255031
220,2019-09-27 00:00:00,8061.98,8093.21,7940.37,8008.01,3404.957,0,hold,8310.69089226936,8666.528500730396
221,2019-09-27 02:00:00,8003.47,8049.74,7969.9,8019.99,1488.118,0,hold,8283.005093005611,8634.990037280133
222,2019-09-27 04:00:00,8019.15,8037.88,7951.77,7977.83,1571.184,0,hold,8253.940798433649,8602.933450095736
223,2019-09-27 06:00:00,7977.82,8081.49,7975.1,8060.01,1872.34,0,hold,8235.471198582825,8576.449379359357
224,2019-09-27 08:00:00,8060.0,8128.78,8015.0,8050.0,3456.798,0,hold,8217.807274908271,8550.768921829633
225,2019-09-27 10:00:00,8050.01,8082.0,7951.37,7988.08,3159.953,0,hold,8195.92848682177,8523.320681740382
226,2019-09-27 12:00:00,7984.71,8033.91,7945.71,7999.37,2841.324,0,hold,8177.208630933982,8497.762111899388
227,2019-09-27 14:00:00,7999.37,8097.0,7851.94,7977.1,8540.703,0,hold,8158.150666083127,8472.363960099417
